Summary,"Project Name",OS,manufacturer,"Internal Storage Replaceable",Description,UDID,IssueType,Color,"CPU Model",IMEI,"Product Type","MAC Address (WIFI)","MAC Address (Bluetooth)",Model,"Serial Number","OS Version","Device Name","Manufacturing Year",SoC,RAM,"RAM Speed | Type","CPU Model","CPU Arch","CPU Cores","CPU Speed",GPU,"GPU Cores","GPU Speed","Display Resolution",DPI,"Display Size","Motion Sensor","Front Camera","Rear Camera","Battery Capacity","Bluetooth Version","Touch ID"
iPad Pro (Wi-Fi) - iPad,AM,iOS,Apple,No,iPad Pro (Wi-Fi),190FF225529473AA863F87D5C5781C481EE22AAA,iPad,#3b3b3c,arm64,,iPad6.7,70:48:0f:bf:8e:dc,70:48:0f:bf:8e:dd,ML0F2,DLXQPFYPGMLD,9.1,"iPad Pro (Wi-Fi)",2015,"Apple A9X",4096,,"Cyclone 3 - Twister (Dual Core)",ARMv8,2,2260,"PowerVR Series7XT",12,,2732x2048,264,12.9,M9,"1.2 MP - 720p@30fps - face detection - HDR","8 MP. f/2.4. 31mm. 1080p@30fps 720p@120fps - 3264 x 2448 - HDR",10307,4.0,yes
